Title,Authors,PMID,Journal,Date
Updates From the Other Side of the Drape: Recent Advances in Multimodal Pain Management and Opioid Reduction Among Pediatric Surgical Patients.,"Franklin AD, Tsao K, Barq R, Kelley-Quon LI, Veneziano G, Aldrink JH.",38614947,J PediatrSurg,2024 Jul
Changing the Paradigm for Management of Pediatric Primary Spontaneous Pneumothorax: A Simple Aspiration Test Predicts Need for Operation.,"Leys CM, Hirschl RB, Kohler JE, Cherney-Stafford L, Marka N, Fallat ME, Gadepalli SK, Fraser JD, Grabowski J, Burns RC, Downard CD, Foley DS, Halleran DR, Helmrath MA, Kabre R, Knezevich MS, Lal DR, Landman MP, Lawrence AE, Mak GZ, Minneci PC, Musili N, Rymeski B, Saito JM, Sato TT, St Peter SD, Warner BW, Ostlie DJ; Midwest Pediatric Surgery Consortium MWPSC.",31706614,J PediatrSurg,2020 Jan
Impact of new dedicated pediatric operating rooms on surgical volume in Africa: Evidence from Nigeria.,"Laverde R, Majekodunmi O, Park P, Udeigwe-Okeke CR, Yap A, Klazura G, Ukwu N, Bryce E, Ozgediz D, Ameh EA.",36289035,J PediatrSurg,2023 Jan
Evolution of pediatric gastrointestinal ulcer disease: Is acute surgical intervention relevant?,"Brown AD, Traynor MD Jr, Potter DD Jr, Ishitani MB, Moir CR, Galardy PJ, Klinkner DB.",33678404,J PediatrSurg,2021 Oct
Neutrophil extracellular traps formation is associated with postoperative complications in congenital cardiac surgery.,"Maisat W, Hou L, Sandhu S, Sin YC, Kim S, Van Pelt H, Chen Y, Emani S, Kong SW, Emani S, Ibla J, Yuki K.",39528743,Pediatr Res,2024 Nov
The use of a reinforced tissue matrix (OviTex) in paediatric reconstructive surgery.,"Engall N, Clarke M, Craigie RJ.",40803412,J PediatrSurg,2025 Aug
Longer-term experiences of families of children with dextro-transposition of the great arteries: a qualitative study.,"Eagleson KJ, Chin TI, Larmar S, Justo RN, Kasparian NA, Bora S.",40676260,Pediatr Res,2025 Jul
The contemporary appendectomy for acute uncomplicated appendicitis in children.,"Childers CP, Dworsky JQ, Massoumi RL, Shenoy R, Maggard-Gibbons M, Lee SL, Russell MM.",30905469,Surgery,2019 May
Implementation of a pediatric enhanced recovery pathway decreases opioid utilization and shortens time to full feeding.,"Phillips MR, Adamson WT, McLean SE, Hance L, Lupa MC, Pittenger SL, Dave P, McNaull PP.",31784102,J PediatrSurg,2020 Jan
Training in minimally invasive surgery : experience of paediatric surgery trainees in Europe.,"Markel M, Lacher M, Hall NJ, Martynov I, Siles Hinojosa A, de Augustin Asensio JC, Fortmann C, Hukkinen M, Mutanen A, Ford K, Glenisson M, Bonnard A, Dimitrios G, Zavras N, Malowiecka M, Patkowski D, Zambaiti E, Pelizzo G, Salo M, Wester T, Hoel AT, Bjornland K, Arni D, Wildhaber BE, Karagöz A, Topuzlu Tekant G, Barroso C, Correia-Pinto J, Gorter R, van Heurn E, Reusens H, Steyaert H, Dagilyte R, Strumila A, Arneitz C, Till H, Dotlaci V, Rygl M, Jukic M, Pogorelic Z, Enache T, Balanescu L, Cascio S, Zani A, Pio L.",37527435,Br J Surg,2023 Sep
Addition of Transfixation Suture to Purse String Suture During Intraperitoneal Inguinal Hernia Repair Increases Peri-Hernia Sac Neck Collagen Formation.,"Ulusoy O, Şencan M, Ateş O, Hakgüder G, Olguner M, Bilici G, Erbil G, Akgür FM.",37845125,J PediatrSurg,2024 Jun
Outcome of declined neonatal surgical referrals at Cairo University Specialized Pediatric Hospital.,"Shalaby A, Ragab M, Bahaaeldin K.",31676080,J PediatrSurg,2020 Mar
Rates and burden of surgical site infections associated with pediatric colorectal surgery : insight from the National Surgery Quality Improvement Program.,"Feng C, Sidhwa F, Cameron DB, Glass C, Rangel SJ.",27018086,J PediatrSurg,2016 Jun
Pediatric empyemas - Has the pendulum swung too far?,"Derderian SC, Meier M, Partrick DA, Demasellis G, Reiter PD, Annam A, Bruny J.",31973927,J PediatrSurg,2020 Nov
Telephonic follow-up after day case pediatric surgery in an upper middle income country: A pilot study.,"Patel N, Loveland J, Scribante J.",38441293,World J Surg,2024 May
Preoperative Anxiety is Associated With Postoperative Complications in Vascular Surgery : A Cross-Sectional Study.,"Jovanovic K, Kalezic N, Sipetic Grujicic S, Zivaljevic V, Jovanovic M, Kukic B, Trailovic R, Zlatanovic P, Mutavdzic P, Tomic I, Ilic N, Davidovic L.",35507076,World J Surg,2022 Aug
North American pediatric surgery fellows' preparedness for humanitarian surgery.,"Traynor MD Jr, Trelles M, Hernandez MC, Dominguez LB, Kushner AL, Rivera M, Zielinski MD, Moir CR.",31839370,J PediatrSurg,2020 Oct
"Trends in hospital length of stay and 30-day morbidity in pediatric patients undergoing laparoscopic ileocecal resection, 2012-2016.","Cairo SB, Calabro KA, Harmon CM, Vali K, Rothstein DH.",30638662,J PediatrSurg,2019 Jul
Circulating free DNA as non-invasive diagnostic biomarker for childhood solid tumors.,"Kurihara S, Ueda Y, Onitake Y, Sueda T, Ohta E, Morihara N, Hirano S, Irisuna F, Hiyama E.",26388126,J PediatrSurg,2015 Dec
Poor adherence to staging guidelines for children with malignant ovarian tumors.,"Madenci AL, Levine BS, Laufer MR, Boyd TK, Voss SD, Frazier AL, Weldon CB.",27125730,J PediatrSurg,2016 Sep
American Pediatric Surgical Association Presidential Address 2021 A Surgeon's Purpose.,Waldhausen JHT.,34366131,J PediatrSurg,2022 Jan
Lymphadenopathy in children : A streamlined approach for the surgeon - A report from the APSA Cancer Committee.,"Grant CN, Aldrink J, Lautz TB, Tracy ET, Rhee DS, Baertschiger RM, Dasgupta R, Ehrlich PF, Rodeberg DA.",33109346,J PediatrSurg,2021 Feb
Development of a multi-institutional registry for children with operative congenital lung malformations.,"Kunisaki SM, Saito JM, Fallat ME, St Peter SD, Lal DR, Johnson KN, Mon RA, Adams C, Aladegbami B, Bence C, Burns RC, Corkum KS, Deans KJ, Downard CD, Fraser JD, Gadepalli SK, Helmrath MA, Kabre R, Landman MP, Leys CM, Linden AF, Lopez JJ, Mak GZ, Minneci PC, Rademacher BL, Shaaban A, Walker SK, Wright TN, Hirschl RB; Midwest Pediatric Surgery Consortium.",30879756,J PediatrSurg,2020 Jul
Comparison of laparoscopic excision versus open transvesical excision for symptomatic prostatic utricle in children.,"Jia W, Liu GC, Zhang LY, Wen YQ, Fu W, Hu JH, Xia HM.",27339083,J PediatrSurg,2016 Oct
Total esophagogastric dissociation: single center experience.,"Chhabra S, Nedea AM, Kauffman L, Morabito A.",27894768,J PediatrSurg,2017 Feb
Incidence and patterns of persistent opioid use in children following appendectomy.,"Cina RA, Ward RC, Basco WT, Taber DJ, Gebregziabher M, McCauley JL, Lockett MA, Moran WP, Mauldin PD, Ball SJ.",35688690,J PediatrSurg,2022 Dec
Radiological and surgical differences between congenital end-to-side (Abernethy malformation) and side-to-side portocaval shunts.,"Bueno J, Pérez M, Lopez-Ben S, Guillén G, Molino JA, López S, Venturi C, Diez I, López M.",32067808,J PediatrSurg,2020 Sep
Temporal trends in ileoanal pouch surgery for paediatric onset ulcerative colitis in England from 1997 to 2015 using hospital episode statistics.,"Bethell G, Ashton JJ, Adams S, Johnson T, Beattie RM, Hall NJ, Stanton MP.",34865832,J PediatrSurg,2022 Feb
Endoscopic vs laparoscopic paediatric gastrostomies: Time to change our practice?,"Koh C, Nicoara CD, Lansdale N, Peters RT, Wilkinson DJ.",33933266,J PediatrSurg,2021 Aug
A practical guide for short-term pediatric surgery global volunteers.,"Meier DE, Fitzgerald TN, Axt JR.",27297038,J PediatrSurg,2016 Aug
Long-term outcomes of robotic-assisted laparoscopic pyeloplasty for unilateral ureteropelvic junction obstruction in infants.,"Zhang X, Zhao Y, Tao T, Cao H, Yi X, Zhou X, Ma L, Tao Y, Jia H, Wu Y, Yue G, Li P, Zhou H.",40818802,J PediatrSurg,2025 Aug
Ileal-pouch anal anastomosis in pediatric NSQIP: Does a laparoscopic approach reduce complications and length of stay?,"McKenna NP, Potter DD, Bews KA, Glasgow AE, Mathis KL, Habermann EB.",30482542,J PediatrSurg,2019 Jan
Justin H. Kelly and his procedure for bladder exstrophy and epispadias.,"Kelly JH, Taghavi K, Mushtaq I.",34772513,J PediatrSurg,2022 Feb
Factors that determine first intubation attempt success in high-risk neonates.,"Chen DY, Devsam B, Sett A, Perkins EJ, Johnson MD, Tingay DG.",37777605,Pediatr Res,2024 Feb
Ethics in Global Pediatric Surgery : Existing Dilemmas and Emerging Challenges.,"Cunningham AJ, Stephens CQ, Ameh EA, Mshelbwala P, Nwomeh B, Krishnaswami S.",30850871,World J Surg,2019 Jun
Operative techniques and long-term outcomes of hypospadias repair in the absence of preputial skin after neonatal circumcision.,"Herzberg H, Dubi-Sobol A, Mendelson T, Ben-David R, Bar-Yaakov N, Savin Z, Ben-Chaim J, Bar-Yosef Y.",35927070,J PediatrSurg,2022 Nov
How far We Go For Surgery : Distance to Pediatric Surgical Care in Indiana.,"Anderson C, Duggan B, Colgate C, Bhatia M, Gray B.",38582703,J PediatrSurg,2024 Aug
History of Pediatric Surgery in Spain.,Girón-Vallejo Ó.,40187551,J PediatrSurg,2025 Jul
The Volume of Intestinal Decompression can Predict the Necessity of Surgical Intervention for Adhesive Small Bowel Obstruction.,"Kono J, Yoshimaru K, Kondo T, Takahashi Y, Toriigahara Y, Fukuta A, Obata S, Kawakubo N, Nagata K, Matsuura T, Tajiri T.",36898878,J PediatrSurg,2023 Jul
"Distribution, diagnosis, and treatment of pulmonary sequestration: Report of 208 cases.","Zhang N, Zeng Q, Chen C, Yu J, Zhang X.",30291025,J PediatrSurg,2019 Jul
Surgical treatment of congenital hyperinsulinism: Results from 500 pancreatectomies in neonates and children.,"Adzick NS, De Leon DD, States LJ, Lord K, Bhatti TR, Becker SA, Stanley CA.",30343978,J PediatrSurg,2019 Jan
Early postoperative fever workup in children : utilization and utility.,"Corkum KS, Hunter CJ, Grabowski JE, Lautz TB.",28693850,J PediatrSurg,2018 Jul
Gestational age-specific clinical correlates of acute kidney injury in preterm infants with necrotizing enterocolitis.,"Garg PM, Pittman IA, Ansari MAY, Yen CW, Riddick R, Jetton JG, South AM, Hillegass WB.",37454184,Pediatr Res,2023 Dec
Providing care to children from low and middle-income countries with complex surgical problems: An 18 year review.,"Kang HS, Robertson E, Vohra H, Richter W, Lanning D, DeAntonio J.",35105455,J PediatrSurg,2022 May
Association of hospital and surgeon operative volumes and surgeon pediatric subspecialization with pediatric laparoscopic cholecystectomy outcomes: A population-based cohort study.,"Lawrence AE, Kelley-Quon LI, Minneci PC, Deans KJ, Cooper JN.",32771215,J PediatrSurg,2021 May
Association of dysglycemia with post-operative outcomes in pediatric surgery.,"Vanderhoek SM, Prichett L, Hardeo H, Boss EF, Wolf RM.",36272814,J PediatrSurg,2023 Mar
Tray Rationalization in Pediatric Day Surgery : A Sustainable Quality Improvement Project.,"Ferris E, Zaky YH, Elder EL, Kudsk-Iversen S, Lakhoo K.",40056406,World J Surg,2025 Apr
Surgical Treatment of Mesenteric Lymphatic Malformations in Children : An Observational Cohort study.,"Yan J, Xie C, Chen Y.",36931944,J PediatrSurg,2023 Sep
Propensity Score-Matched Analysis of Pure Laparoscopic Versus Hand-Assisted/Hybrid Major Hepatectomy at Two Western Centers.,"Fiorentini G, Swaid F, Cipriani F, Ratti F, Heres C, Tsung A, Aldrighetti L, Geller DA.",30953196,World J Surg,2019 Aug
The Newborn Infant Parasympathetic Evaluation (NIPE) monitor predicts post-operative pain in children undergoing day-procedures: A prospective observational study.,"Ivanic S, Tong LS, Laird A, Malhotra A, Nataraja RM, Lang C, Pacilli M.",36646541,J PediatrSurg,2023 Apr
Endothelial function and its determinants in children born after maternal bariatric surgery.,"Van De Maele K, Devlieger R, De Schepper J, Gies I.",33837256,Pediatr Res,2022 Feb
Surgically Amenable Childhood Cancers: An Overview of the Burden and Challenges of Management in Low- and Middle-Income Countries.,"Abdelhafeez A, Abib S, Lakhoo K.",37162509,World J Surg,2023 Dec
Analysis of the etiology and treatment of chylothorax in 119 pediatric patients in a single clinical center.,"Wu C, Wang Y, Pan Z, Wu Y, Wang Q, Li Y, An Y, Li H, Wang G, Dai J.",29884553,J PediatrSurg,2019 Jul
Patient-Centered Surgical Care for Children in Low and Lower-Middle Income Countries (LMICs) - A Systematic Scoping Review of the Literature.,"Sawhney R, Proulx KR, Gerk A, Guadagno E, Poenaru D.",38369399,J PediatrSurg,2024 May
Lessons learned from early experience of per oral endoscopic myotomy in children.,"Samarakkody U, Weilert F, Cama J, Adams S.",36402589,J PediatrSurg,2023 Feb
Retroperitoneoscopic assisted single-site pyeloplasty using EZ access in children : Comparison with open dismembered pyeloplasty.,"Yamazaki Y, Kim WJ, Akiyama S, Ikeda T.",27717566,J PediatrSurg,2017 Apr
Endoscopic pilonidal sinus treatment versus total excision with primary closure for sacrococcygeal pilonidal sinus disease in the pediatric population.,"Sequeira JB, Coelho A, Marinho AS, Bonet B, Carvalho F, Moreira-Pinto J.",29602548,J PediatrSurg,2018 Oct
Resource savings and outcomes associated with outpatient laparoscopic appendectomy for nonperforated appendicitis.,"Gurien LA, Burford JM, Bonasso PC, Dassinger MS.",28347529,J PediatrSurg,2017 Nov
Health outcomes and the healthcare and societal cost of optimizing pediatric surgical care in the United States.,"Flynn-O'Brien KT, Richards MK, Wright DR, Rivara FP, Haaland W, Thompson L, Oldham K, Goldin A.",30598246,J PediatrSurg,2019 Apr
Everolimus and sirolimus in the treatment of cardiac rhabdomyomas in neonates.,"Hurtado-Sierra D, Ramos Garzón JX, Romero-Guevara SL, Serrano-García AY, Rojas LZ.",40287604,Pediatr Res,2025 Apr
Defining the critical pediatric surgical workforce density for improving surgical outcomes: a global study.,"Hamad D, Yousef Y, Caminsky NG, Guadagno E, Tran VA, Laberge JM, Emil S, Poenaru D.",31839371,J PediatrSurg,2020 Mar
Impact of Reducing Time Lived With Colostomies on Social Stigma Affecting Children With Anorectal Malformations in Southwestern Uganda.,"Oyania F, Stephens CQ, Ullrich S, Kotagal M, Shui AM, Tuhumwire C, Rukundo GZ, Ngonzi J, Yap A, Bajunirwe F, Poenaru D, Ozgediz DE.",40252179,World J Surg,2025 Jun
Effects of anticipated neonatal surgical intervention on maternal milk cytokine production.,"Rentea RM, Wagner AJ, Gourlay DM, Christensen M, Liedel JL.",27836369,J PediatrSurg,2017 Jan
The impact of abnormal BMI on surgical complications after pediatric colorectal surgery.,"Kao AM, Arnold MR, Prasad T, Schulman AM.",31104834,J PediatrSurg,2019 Nov
Long-term follow-up of laparoscopic transcutaneous inguinal herniorraphy with high transfixation suture ligature of the hernia sac.,"Bruzoni M, Jaramillo JD, Kastenberg ZJ, Wall JK, Wright R, Dutta S.",26201542,J PediatrSurg,2015 Oct
Use of a risk communication survey to prioritize family-valued outcomes and communication preferences for children undergoing outpatient surgical procedures.,"Arulanandam B, Selvarajan A, Piche N, Sheldon S, Bloom R, Emil S, Li P, Janvier A, Baird R, Sampalis JS, Haggerty J, Guadagno E, Daniel SJ, Poenaru D.",35063255,J PediatrSurg,2022 May
Laparoscopic pyloromyotomy decreases postoperative length of stay in children with hypertrophic pyloric stenosis.,"Mahida JB, Asti L, Deans KJ, Minneci PC, Groner JI.",27292596,J PediatrSurg,2016 Sep
Long-term outcomes of laparoscope-assisted heart-shaped anastomosis for children with hirschsprung disease: A 10-year review study.,"Zhuansun D, Jiao C, Meng X, Xiao J, Feng J.",31630853,J PediatrSurg,2020 Sep
Impact of the COVID-19 pandemic on management and outcomes of children with appendicitis: The Children with AppendicitiS during the CoronAvirus panDEmic (CASCADE) study.,"Bethell GS, Gosling T, Rees CM, Sutcliffe J, Hall NJ; CASCADE Study Collaborators and the RIFT Study Collaborators.",35490051,J PediatrSurg,2022 Oct
Parental Post-operative Telephone Follow-Up After Paediatric Day Case Surgery.,"Williams OM, Faboya OM, Omisanjo OA.",34223984,World J Surg,2021 Oct
Effect of preadmission bowel preparation on outcomes of elective colorectal procedures in young children.,"Ares GJ, Helenowski I, Hunter CJ, Madonna M, Reynolds M, Lautz T.",28433362,J PediatrSurg,2018 Apr
"Prediction of urinary dickkopf-3 for AKI, sepsis-associated AKI, and PICU mortality in children.","Hu J, Zhou Y, Huang H, Kuai Y, Chen J, Bai Z, Li X, Li Y.",36008594,Pediatr Res,2023 May
Reduction of brain volumes after neonatal cardiopulmonary bypass surgery in single-ventricle congenital heart disease before Fontan completion.,"Heye KN, Knirsch W, Latal B, Scheer I, Wetterling K, Hahn A, Akintürk H, Schranz D, Beck I, O´Gorman Tuura R, Reich B.",29278641,Pediatr Res,2018 Jan
Laparoscopic simultaneous inguinal hernia repair and appendectomy in children : A multicenter study.,"Li Y, Guo Z, Qu Z, Rong L, Hong M, Chi S, Zhou Y, Tian M, Tang S.",35400489,J PediatrSurg,2022 Aug
Sex-based Disparities in the Management of Pediatric Gonadal Torsion.,"Lee WG, Ourshalimian S, Keane OA, O'Guinn M, Odegard MN, Sparks SS, Kelley-Quon LI.",38599909,J PediatrSurg,2024 Jul
Anatomy and management of upper moiety vascular variation in children with duplex kidney.,"Luo J, Tan XH, Liu X, He DW, Lin T, Li XL, Wei GH.",31072676,J PediatrSurg,2019 Oct
